"valår","region","Moderaterna","Centerpartiet","Folkpartiet","Kristdemokraterna","Miljöpartiet","Socialdemokraterna","Vänsterpartiet","Sverigedemokraterna","övriga partier"
"2006","Munkedal",20.1,14.2,5.9,8.0,3.3,38.3,4.7,3.3,2.2
"2006","Tanum",26.8,19.0,8.7,7.1,4.7,25.2,3.5,2.2,2.7
"2006","Dals-Ed",19.8,17.1,4.7,12.0,2.8,33.9,3.1,1.9,4.7
"2006","Färgelanda",17.5,18.7,6.3,5.6,2.1,38.1,3.7,4.2,3.6
"2006","Ale",21.2,7.0,7.2,7.1,4.2,40.0,7.2,3.9,2.2
"2006","Lerum",30.0,6.3,10.2,8.8,6.4,27.5,5.6,2.5,2.8
"2006","Vårgårda",18.4,13.6,7.6,16.6,4.7,29.5,4.2,3.2,2.2
"2006","Bollebygd",27.1,9.4,6.6,8.5,3.5,32.4,5.6,3.8,3.2
"2006","Grästorp",29.5,16.4,4.5,6.4,2.4,32.6,3.6,2.3,2.4
"2006","Essunga",27.4,18.2,4.6,7.5,3.0,29.8,4.3,2.9,2.2
"2006","Karlsborg",22.1,13.5,6.1,7.4,2.8,39.4,3.8,2.6,2.3
"2006","Gullspång",17.8,11.2,4.7,7.0,3.0,43.1,5.3,3.7,4.3
"2006","Tranemo",21.2,17.6,5.8,6.5,3.1,36.1,3.5,3.9,2.4
"2006","Bengtsfors",16.6,14.4,4.9,6.9,4.1,42.8,5.5,2.1,2.8
"2006","Mellerud",20.5,15.9,5.3,9.4,3.1,34.2,5.0,4.3,2.2
"2006","Lilla Edet",17.7,9.1,5.4,5.5,3.8,42.5,7.9,5.2,3.0
"2006","Mark",20.4,11.8,5.3,7.8,4.0,38.3,6.4,2.9,3.0
"2006","Svenljunga",24.0,16.3,6.2,7.7,2.2,34.2,2.6,2.9,4.0
"2006","Herrljunga",21.3,15.5,6.9,10.6,3.2,31.0,4.9,3.6,3.0
"2006","Vara",28.6,16.0,4.9,7.8,2.3,32.1,4.1,2.2,1.9
"2006","Götene",21.0,10.9,5.5,10.8,3.9,38.6,4.7,2.6,2.0
"2006","Tibro",19.7,9.8,7.0,10.3,2.9,40.3,4.6,3.3,2.3
"2006","Töreboda",21.2,14.0,4.0,6.9,3.1,39.9,5.2,3.0,2.7
"2006","Göteborg",26.9,4.5,10.2,6.7,8.4,28.9,8.7,2.5,3.1
"2006","Mölndal",27.8,5.6,11.6,7.6,5.5,29.9,6.1,3.3,2.5
"2006","Kungälv",26.2,7.9,8.8,8.7,4.5,33.0,5.1,3.5,2.4
"2006","Lysekil",20.7,4.8,10.2,6.0,4.7,42.9,5.5,2.5,2.7
"2006","Uddevalla",23.1,6.1,7.5,7.9,4.7,38.9,5.2,3.6,3.1
"2006","Strömstad",21.9,13.8,9.8,6.3,5.2,34.2,4.9,1.8,2.2
"2006","Vänersborg",19.4,8.5,6.8,7.5,4.8,42.0,5.9,2.6,2.5
"2006","Trollhättan",18.8,5.6,6.8,5.5,4.3,49.6,5.4,2.0,2.1
"2006","Alingsås",22.7,8.1,9.7,10.4,6.7,31.5,6.4,2.4,2.2
"2006","Borås",25.4,5.8,7.2,7.9,4.2,36.4,6.1,3.2,3.9
"2006","Ulricehamn",24.0,14.7,5.7,9.8,4.2,30.7,4.0,2.9,4.0
"2006","Åmål",18.4,11.1,5.1,6.4,4.2,44.2,5.8,2.4,2.5
"2006","Mariestad",23.6,6.8,4.9,7.7,3.8,42.1,6.1,3.0,2.0
"2006","Lidköping",22.4,8.8,5.4,8.8,4.3,39.5,6.4,2.8,1.8
"2006","Skara",25.5,9.1,6.1,6.7,4.1,38.4,4.8,3.0,2.0
"2006","Skövde",25.4,8.8,6.7,7.4,4.0,37.5,5.0,3.0,2.1
"2006","Hjo",25.7,9.1,5.9,10.1,4.4,35.5,4.4,3.0,2.0
"2006","Tidaholm",17.3,8.6,4.2,7.2,3.0,48.7,5.6,3.3,2.0
"2006","Falköping",22.4,12.6,4.5,9.6,3.6,36.1,4.8,4.2,2.2
"2006","Kil",21.0,11.0,6.0,6.5,3.4,41.7,5.2,3.3,1.9
"2006","Eda",16.1,15.8,3.5,6.1,2.1,45.3,4.8,3.3,3.0
"2006","Torsby",21.4,11.7,3.2,3.9,2.4,44.7,8.3,2.9,1.4
"2006","Storfors",15.5,8.4,3.6,4.5,2.2,52.3,8.6,2.8,2.0
"2006","Hammarö",25.0,5.6,7.0,6.6,4.0,41.9,5.7,2.3,1.9
"2006","Munkfors",9.5,9.7,5.5,2.7,2.4,55.8,9.1,3.2,2.0
"2006","Forshaga",16.3,7.6,5.0,5.3,3.1,51.2,5.7,3.6,2.1
"2006","Grums",16.3,9.5,3.3,5.4,2.3,52.0,6.4,2.7,2.1
"2006","Årjäng",19.3,18.7,8.2,10.0,2.3,31.9,4.6,2.9,2.0
"2006","Sunne",23.7,19.9,5.2,5.7,3.2,34.2,3.9,2.5,1.7
"2006","Karlstad",25.2,7.5,7.7,6.5,5.5,36.8,6.0,2.3,2.5
"2006","Kristinehamn",20.6,8.6,6.4,5.5,3.6,43.6,7.3,2.5,1.9
"2006","Filipstad",14.0,5.9,4.2,3.5,2.3,56.5,8.9,3.1,1.6
"2006","Hagfors",11.7,8.3,3.1,3.1,1.8,55.8,11.1,3.7,1.5
"2006","Arvika",18.5,11.2,5.5,5.4,4.9,41.6,6.8,3.9,2.1
"2006","Säffle",20.6,17.1,5.2,7.0,2.5,36.7,4.2,3.9,2.8
"2006","Lekeberg",18.9,17.2,4.8,10.0,3.6,34.8,4.1,4.7,2.0
"2006","Laxå",13.5,7.6,4.3,8.0,2.0,53.6,5.6,3.6,1.7
"2006","Hallsberg",14.7,8.7,4.9,6.6,3.5,49.1,5.9,4.6,1.9
"2006","Degerfors",9.8,5.4,3.2,5.2,2.7,57.6,11.2,2.9,2.0
"2006","Hällefors",12.6,7.6,2.7,3.0,2.7,57.5,8.6,3.5,1.9
"2006","Ljusnarsberg",14.5,10.3,3.1,3.8,3.4,48.4,8.9,5.9,1.7
"2006","Örebro",21.0,6.3,8.7,8.1,6.0,38.0,6.0,3.5,2.4
"2006","Kumla",16.5,7.4,6.1,8.9,2.9,47.3,4.7,4.4,1.8
"2006","Askersund",18.6,10.9,5.2,7.4,3.5,43.9,5.4,3.7,1.3
"2006","Karlskoga",19.8,4.2,4.7,5.3,3.2,49.4,6.4,3.0,4.0
"2006","Nora",18.5,9.0,6.7,6.2,4.6,43.1,5.5,4.1,2.3
"2006","Lindesberg",18.2,12.4,4.4,5.4,3.6,43.5,5.3,5.1,2.1
"2006","Skinnskatteberg",14.4,9.2,5.7,3.8,3.4,48.6,9.2,3.0,2.8
"2006","Surahammar",14.4,4.8,5.9,4.2,3.1,54.0,8.4,2.5,2.8
"2006","Kungsör",23.4,10.9,6.1,5.6,3.7,38.8,5.8,3.2,2.6
"2006","Hallstahammar",16.0,5.3,5.9,7.2,3.7,49.1,7.5,2.8,2.4
"2006","Norberg",16.3,6.6,4.5,3.3,4.2,44.5,12.6,3.1,4.8
"2006","Västerås",26.7,5.3,10.1,6.0,4.9,35.9,5.3,2.2,3.5
"2006","Sala",23.0,14.3,6.3,6.5,3.5,35.5,5.7,2.7,2.5
"2006","Fagersta",17.8,4.4,5.1,4.6,3.0,49.9,9.4,2.3,3.3
"2006","Köping",19.9,8.6,5.6,5.0,3.3,45.1,6.6,3.4,2.4
"2006","Arboga",21.1,8.8,6.6,5.2,3.9,42.1,6.4,2.4,3.5
"2006","Vansbro",16.6,15.9,3.6,9.3,2.3,39.2,7.4,2.9,2.7
"2006","Malung-Sälen",26.4,11.8,6.3,3.7,2.4,37.8,7.9,2.1,1.7
"2006","Gagnef",18.2,16.3,4.1,7.3,4.1,38.6,5.7,2.7,3.0
"2006","Leksand",25.5,13.6,5.0,10.5,4.9,31.3,4.8,1.5,2.9
"2006","Rättvik",22.2,15.3,5.7,5.5,4.1,36.0,4.1,2.5,4.5
"2006","Orsa",21.0,15.6,4.2,5.5,5.1,34.8,6.9,3.2,3.6
"2006","Älvdalen",17.6,14.5,4.1,5.3,2.7,42.4,4.7,3.3,5.5
"2006","Smedjebacken",16.1,7.3,3.2,3.5,2.9,53.7,7.6,2.2,3.5
"2006","Mora",23.3,13.6,4.9,4.8,4.8,36.3,5.2,1.8,5.3
"2006","Falun",25.5,10.5,6.3,5.9,6.1,33.8,5.9,2.5,3.6
"2006","Borlänge",18.8,7.3,5.7,4.4,4.4,45.5,7.1,3.6,3.2
"2006","Säter",20.0,15.5,4.9,5.6,3.8,37.3,6.7,2.5,3.6
"2006","Hedemora",19.5,12.1,4.1,5.3,4.7,40.8,7.4,3.1,3.0
"2006","Avesta",19.3,8.4,4.9,4.4,3.4,46.1,6.7,4.0,2.8
"2006","Ludvika",16.6,6.1,4.4,4.0,3.2,49.2,10.0,2.9,3.6
"2006","Ockelbo",14.9,16.8,3.1,4.0,3.2,44.5,9.2,2.0,2.2
"2006","Hofors",13.7,5.9,5.4,2.8,3.2,51.0,11.4,4.0,2.6
"2006","Ovanåker",13.1,22.9,4.4,11.4,2.7,37.0,4.1,2.0,2.4
"2006","Nordanstig",14.2,19.5,5.0,5.2,3.5,38.3,7.1,3.7,3.6
"2006","Ljusdal",19.2,14.5,4.4,4.9,3.9,38.8,8.4,3.1,2.7
"2006","Gävle",22.2,6.2,7.1,4.9,5.4,40.6,7.5,3.3,2.8
"2006","Sandviken",17.5,7.8,5.0,4.5,3.3,47.5,8.9,2.4,3.1
"2006","Söderhamn",15.1,10.9,4.1,4.9,3.4,45.5,9.0,3.6,3.4
"2006","Bollnäs",17.0,17.0,4.8,5.7,3.8,38.5,6.7,3.0,3.6
"2006","Hudiksvall",17.5,15.9,3.7,5.0,5.3,39.0,8.5,2.3,3.0
"2006","Ånge",14.0,12.1,3.4,5.0,2.6,48.6,8.5,3.3,2.5
"2006","Timrå",12.6,8.7,4.6,4.4,2.8,53.4,7.7,3.5,2.3
"2006","Härnösand",19.1,11.5,5.0,4.9,5.7,39.4,7.0,2.2,5.2
"2006","Sundsvall",21.0,8.2,7.3,5.1,4.5,42.1,6.6,2.8,2.4
"2006","Kramfors",12.8,14.4,3.0,4.1,3.0,50.2,9.3,1.4,1.9
"2006","Sollefteå",13.0,10.5,4.0,4.6,3.6,51.1,9.1,2.2,1.9
"2006","Örnsköldsvik",14.9,13.0,4.4,8.4,2.8,49.2,4.0,1.0,2.3
"2006","Ragunda",12.4,17.9,2.6,2.8,2.8,45.7,11.3,1.9,2.4
"2006","Bräcke",15.0,14.9,3.0,2.2,3.2,48.2,9.7,1.3,2.6
"2006","Krokom",15.7,21.8,3.5,4.1,5.6,37.8,7.2,1.6,2.7
"2006","Strömsund",13.9,14.4,2.7,2.9,2.2,48.8,10.3,1.9,2.8
"2006","Åre",23.2,18.8,4.3,5.0,6.8,31.6,6.3,1.5,2.5
"2006","Berg",16.4,24.3,2.2,4.2,4.3,35.9,7.7,1.7,3.4
"2006","Härjedalen",17.2,12.9,4.7,3.8,2.3,45.7,8.2,2.7,2.5
"2006","Östersund",19.0,15.8,5.0,3.8,6.2,38.2,8.1,1.3,2.6
"2006","Nordmaling",11.8,15.8,8.3,6.5,2.5,46.2,6.1,1.5,1.4
"2006","Bjurholm",19.2,20.0,9.7,8.4,2.2,35.7,3.2,0.3,1.3
"2006","Vindeln",16.4,19.4,5.9,8.5,2.4,39.2,4.7,1.2,2.3
"2006","Robertsfors",9.9,28.1,3.9,6.4,3.1,39.6,6.2,0.8,2.1
"2006","Norsjö",7.3,15.4,4.6,9.1,1.6,49.4,9.6,1.0,2.0
"2006","Malå",10.4,8.9,6.3,5.3,1.4,54.2,11.0,0.7,1.8
"2006","Storuman",15.6,12.4,6.3,9.9,2.7,40.9,8.4,1.2,2.7
"2006","Sorsele",12.7,17.9,4.2,9.3,2.9,41.3,8.1,1.4,2.3
"2006","Dorotea",8.7,12.5,8.6,3.2,1.0,54.6,9.0,1.0,1.3
"2006","Vännäs",12.5,18.2,4.4,7.1,4.3,42.5,8.3,0.9,1.8
"2006","Vilhelmina",8.9,12.9,6.0,10.0,2.3,47.0,8.9,1.4,2.5
"2006","Åsele",9.9,16.3,4.8,6.5,1.1,50.6,7.0,1.6,2.3
"2006","Umeå",16.5,10.5,6.9,5.6,9.1,38.6,8.6,0.9,3.3
"2006","Lycksele",12.2,8.7,6.1,9.3,2.7,50.1,7.3,1.7,1.9
"2006","Skellefteå",11.0,10.1,6.0,6.3,4.3,50.3,8.9,1.4,1.8
"2006","Arvidsjaur",10.5,7.5,3.9,2.1,1.7,57.5,12.5,1.0,3.3
"2006","Arjeplog",10.7,10.3,6.1,4.8,3.2,45.0,14.5,1.7,3.7
"2006","Jokkmokk",10.8,5.5,5.8,2.3,6.5,47.8,14.7,1.0,5.4
"2006","Överkalix",7.1,11.4,2.5,2.6,2.1,58.5,12.6,0.8,2.4
"2006","Kalix",10.3,7.0,3.3,3.3,4.7,59.9,7.0,1.7,2.7
"2006","Övertorneå",12.7,14.9,3.2,4.6,2.7,43.9,11.7,1.0,5.3
"2006","Pajala",10.0,4.8,2.2,5.6,2.1,45.9,22.8,1.4,5.2
"2006","Gällivare",11.9,2.6,2.4,2.8,2.9,52.8,17.8,2.3,4.4
"2006","Älvsbyn",7.8,8.6,3.1,4.7,2.1,56.7,11.3,1.6,4.4
"2006","Luleå",17.0,6.6,6.0,4.4,5.7,47.0,8.5,1.3,3.5
"2006","Piteå",10.5,7.1,4.0,5.1,3.8,56.7,8.5,0.8,3.6
"2006","Boden",18.0,5.5,4.2,4.7,2.9,48.9,8.8,1.8,5.1
"2006","Haparanda",17.2,12.3,2.3,3.7,2.1,51.4,6.3,1.4,3.5
"2006","Kiruna",9.5,3.3,3.1,3.9,3.7,51.8,15.0,2.4,7.2
"2010","Upplands Väsby",36.7,4.0,8.3,5.5,7.0,27.2,5.2,4.8,1.3
"2010","Vallentuna",44.5,7.3,8.7,6.5,7.7,16.9,3.0,4.0,1.4
"2010","Österåker",45.5,5.8,9.2,6.2,7.5,17.8,3.3,3.5,1.2
"2010","Värmdö",45.9,5.8,7.6,5.4,8.6,17.6,3.6,4.1,1.3
"2010","Järfälla",36.4,4.2,8.4,6.0,7.8,25.7,5.3,4.8,1.4
"2010","Ekerö",47.1,7.3,9.3,7.1,8.2,13.2,3.2,3.4,1.1
"2010","Huddinge",38.7,4.4,7.7,5.2,7.6,24.8,5.3,4.8,1.5
"2010","Botkyrka",30.0,2.8,6.2,5.1,6.9,35.7,7.1,4.9,1.4
"2010","Salem",38.6,5.7,9.2,5.4,7.8,22.6,4.0,5.2,1.4
"2010","Haninge",36.8,3.9,6.9,4.5,7.3,28.0,5.0,5.7,1.9
"2010","Tyresö",42.2,4.8,8.4,5.5,8.2,21.5,4.0,4.1,1.3
"2010","Upplands-Bro",35.1,4.2,8.2,7.0,6.8,27.7,4.5,5.2,1.4
"2010","Nykvarn",41.7,5.1,6.9,5.0,6.1,23.9,2.5,7.3,1.5
"2010","Täby",50.8,7.8,11.5,8.7,5.2,10.7,1.9,2.3,1.0
"2010","Danderyd",52.1,11.1,10.1,13.3,3.9,5.8,1.2,1.7,0.8
"2010","Sollentuna",42.2,7.0,9.8,7.7,7.3,17.8,3.8,3.2,1.3
"2010","Stockholm",34.3,6.3,8.6,5.3,12.2,20.9,7.4,3.2,1.8
"2010","Södertälje",29.5,3.9,6.2,5.4,8.3,34.0,5.2,5.6,2.0
"2010","Nacka",44.0,7.4,9.0,6.9,8.7,16.0,4.0,2.7,1.3
"2010","Sundbyberg",34.6,4.5,7.9,4.0,9.9,25.9,6.9,4.4,1.8
"2010","Solna",38.1,5.8,9.1,5.4,10.0,20.6,6.1,3.4,1.6
"2010","Lidingö",48.7,10.1,10.7,10.0,5.7,9.2,1.9,2.7,0.9
"2010","Vaxholm",48.5,8.5,9.3,6.9,7.6,12.4,3.0,2.7,1.2
"2010","Norrtälje",36.1,8.0,6.6,4.9,7.2,26.5,4.5,5.0,1.3
"2010","Sigtuna",38.2,4.5,7.1,5.9,6.3,27.9,3.8,5.0,1.2
"2010","Nynäshamn",35.0,4.5,6.3,4.8,7.2,29.3,5.4,6.1,1.4
"2010","Håbo",42.6,5.0,7.2,4.7,5.5,24.9,3.1,5.9,1.1
"2010","Älvkarleby",19.3,3.2,5.0,2.5,5.2,48.9,6.8,7.9,1.0
"2010","Knivsta",38.2,9.2,9.5,7.1,7.4,19.2,3.5,4.4,1.4
"2010","Heby",23.8,14.4,5.2,5.5,4.3,33.9,4.8,6.9,1.3
"2010","Tierp",20.6,10.4,4.6,3.6,4.7,42.9,5.3,6.3,1.6
"2010","Uppsala",29.5,7.6,9.1,6.4,11.2,24.0,6.4,3.8,2.0
"2010","Enköping",34.8,10.0,5.3,4.6,6.0,29.1,3.6,5.4,1.1
"2010","Östhammar",28.2,10.7,5.8,4.2,4.4,35.3,4.5,5.5,1.3
"2010","Vingåker",24.1,6.9,4.1,4.7,6.5,41.5,4.1,7.3,0.9
"2010","Gnesta",29.5,8.9,5.8,4.0,9.8,28.7,5.7,6.0,1.6
"2010","Nyköping",27.9,6.0,7.0,5.4,8.2,34.4,4.8,5.3,1.1
"2010","Oxelösund",23.1,2.8,5.3,3.3,7.2,44.2,7.8,4.8,1.4
"2010","Flen",24.2,8.2,4.8,4.9,5.9,38.7,5.5,6.9,0.9
"2010","Katrineholm",25.0,6.3,6.8,4.3,7.6,38.4,4.6,6.3,0.8
"2010","Eskilstuna",26.2,4.6,6.7,4.4,7.9,35.8,5.4,7.9,1.0
"2010","Strängnäs",35.2,6.7,7.7,5.4,6.7,26.8,4.2,6.3,1.0
"2010","Trosa",41.3,5.2,7.0,5.4,7.4,23.5,3.5,5.8,1.0
"2010","Ödeshög",26.5,9.6,3.8,12.4,5.9,31.2,3.8,5.9,0.9
"2010","Ydre",25.5,16.0,5.1,11.3,4.9,28.2,2.9,5.8,0.4
"2010","Kinda",25.0,13.2,5.0,6.7,6.3,32.1,4.7,6.3,0.7
"2010","Boxholm",20.2,9.1,3.7,5.1,4.9,45.4,5.7,5.4,0.5
"2010","Åtvidaberg",25.2,8.2,4.8,5.1,5.2,41.4,4.4,5.0,0.6
"2010","Finspång",22.2,5.6,4.6,5.8,5.8,43.9,6.1,5.3,0.7
"2010","Valdemarsvik",26.2,11.9,4.2,5.2,4.4,37.0,4.1,6.4,0.6
"2010","Linköping",30.6,6.3,8.8,6.4,9.4,27.6,4.7,4.5,1.7
"2010","Norrköping",30.2,4.7,6.0,5.2,7.9,32.5,5.7,6.1,1.8
"2010","Söderköping",33.7,10.0,5.9,6.6,7.1,26.2,4.2,5.0,1.3
"2010","Motala",24.0,4.6,6.2,4.6,5.2,42.9,5.5,5.7,1.3
"2010","Vadstena",31.1,6.2,6.8,6.7,6.6,32.9,3.9,5.0,0.9
"2010","Mjölby",26.0,6.8,6.4,5.7,5.8,37.8,5.1,4.8,1.6
"2010","Aneby",22.6,12.3,5.0,17.7,4.6,26.6,3.0,7.6,0.6
"2010","Gnosjö",25.3,7.9,4.8,19.1,2.9,29.6,2.7,7.0,0.8
"2010","Mullsjö",25.6,5.0,5.2,18.8,5.8,27.8,4.8,6.1,0.9
"2010","Habo",30.3,5.5,6.0,16.3,5.2,27.0,3.1,6.1,0.5
"2010","Gislaved",28.4,9.7,5.3,7.6,3.9,34.4,2.9,7.2,0.6
"2010","Vaggeryd",24.6,7.8,4.4,14.8,3.6,33.3,3.3,7.4,0.7
"2010","Jönköping",27.9,5.3,6.3,13.5,6.4,29.5,4.8,5.5,0.8
"2010","Nässjö",24.1,7.0,4.9,11.0,5.2,34.4,5.0,7.7,0.7
"2010","Värnamo",25.1,11.7,4.7,12.6,4.3,31.4,2.9,6.6,0.5
"2010","Sävsjö",25.0,12.3,4.4,17.7,2.8,25.3,3.0,9.2,0.3
"2010","Vetlanda",25.3,11.4,5.5,11.3,4.5,30.4,4.3,6.6,0.6
"2010","Eksjö",28.6,11.1,6.0,11.2,5.2,27.7,3.6,5.8,0.7
"2010","Tranås",26.8,6.4,5.4,9.6,6.3,34.8,3.9,6.4,0.5
"2010","Uppvidinge",25.6,14.3,4.0,5.3,3.7,32.6,5.0,9.1,0.4
