"valår","region","Moderaterna","Centerpartiet","Folkpartiet","Kristdemokraterna","Miljöpartiet","Socialdemokraterna","Vänsterpartiet","Sverigedemokraterna","övriga partier"
"2010","Lessebo",24.1,7.5,4.4,3.0,5.7,41.6,5.7,7.6,0.4
"2010","Tingsryd",30.4,15.3,4.0,5.8,3.8,29.4,3.5,7.3,0.5
"2010","Alvesta",30.3,11.2,4.7,5.4,4.3,31.0,4.5,7.8,0.8
"2010","Älmhult",29.9,11.0,4.8,5.9,5.5,31.5,3.3,7.3,0.9
"2010","Markaryd",27.4,9.6,3.5,10.1,3.6,33.2,2.8,9.2,0.6
"2010","Växjö",31.6,7.5,7.1,5.9,7.7,28.8,5.2,5.1,1.0
"2010","Ljungby",27.9,12.8,5.1,7.1,5.1,30.7,4.3,6.1,0.9
"2010","Högsby",21.3,11.3,3.4,6.1,3.7,41.3,4.3,7.5,1.1
"2010","Torsås",25.3,14.5,3.6,6.0,4.6,34.0,3.8,7.2,0.8
"2010","Mörbylånga",31.2,11.0,5.8,6.5,6.3,28.1,4.3,5.9,0.9
"2010","Hultsfred",20.7,11.7,3.7,8.6,4.0,39.1,5.4,6.1,0.8
"2010","Mönsterås",23.1,10.4,4.3,5.6,4.4,39.4,5.4,6.6,0.9
"2010","Emmaboda",23.6,11.1,3.0,5.3,4.7,40.3,5.2,5.8,1.1
"2010","Kalmar",29.7,6.5,6.2,5.5,7.9,32.9,4.8,5.4,1.1
"2010","Nybro",24.5,9.9,3.6,6.1,4.0,38.6,6.1,5.8,1.4
"2010","Oskarshamn",27.7,4.9,5.7,7.3,4.2,37.2,5.7,6.2,1.0
"2010","Västervik",25.8,7.3,5.5,4.7,5.4,39.9,5.1,5.2,1.1
"2010","Vimmerby",25.6,12.4,3.9,6.3,4.6,35.6,4.2,6.3,1.0
"2010","Borgholm",31.7,16.8,5.0,7.3,6.2,23.3,3.6,5.2,1.0
"2010","Gotland",25.2,14.6,4.6,2.9,8.4,33.3,6.1,3.2,1.7
"2010","Olofström",18.9,6.1,3.7,4.5,3.6,47.0,5.6,9.8,0.8
"2010","Karlskrona",28.7,5.6,6.5,4.3,5.6,35.3,4.4,8.9,0.8
"2010","Ronneby",26.8,7.5,4.7,3.5,5.0,34.7,5.9,10.9,1.0
"2010","Karlshamn",26.3,5.0,5.3,3.5,6.3,37.3,6.1,9.4,0.9
"2010","Sölvesborg",31.5,4.8,4.1,4.0,4.1,34.4,4.0,12.2,0.9
"2010","Svalöv",27.4,11.7,5.7,3.4,4.8,28.9,3.5,13.1,1.5
"2010","Staffanstorp",42.5,5.1,8.1,3.8,5.1,22.4,2.1,8.7,2.3
"2010","Burlöv",30.9,2.7,6.9,2.5,5.3,33.6,3.8,12.5,1.9
"2010","Vellinge",59.1,4.3,8.7,6.2,3.2,9.4,0.9,7.0,1.4
"2010","Östra Göinge",24.8,6.2,6.0,4.2,4.3,36.4,3.5,13.7,1.0
"2010","Örkelljunga",29.4,6.6,5.9,11.5,4.1,25.7,3.0,12.4,1.5
"2010","Bjuv",25.9,3.7,4.9,2.7,3.5,40.6,3.2,14.9,0.7
"2010","Kävlinge",40.0,5.3,8.6,3.6,4.7,25.4,2.1,9.1,1.2
"2010","Lomma",49.8,5.5,10.7,5.6,4.9,14.2,1.4,5.9,2.1
"2010","Svedala",39.5,4.0,7.3,3.2,4.6,24.2,2.2,13.3,1.7
"2010","Skurup",35.2,7.3,6.3,2.8,4.2,26.3,2.7,13.5,1.6
"2010","Sjöbo",35.0,8.6,4.9,3.9,4.1,23.5,2.9,15.8,1.3
"2010","Hörby",33.2,9.8,6.0,4.2,4.5,22.6,2.6,14.0,3.0
"2010","Höör",34.6,6.2,7.2,4.6,7.4,22.8,3.7,11.5,1.8
"2010","Tomelilla",31.1,9.8,4.5,2.9,4.9,28.3,3.0,13.4,2.1
"2010","Bromölla",22.4,3.5,5.5,2.8,3.9,41.1,4.6,15.4,0.7
"2010","Osby",24.5,9.1,4.7,5.5,5.3,34.4,3.0,12.8,0.6
"2010","Perstorp",28.2,5.6,5.1,4.0,4.3,35.7,4.7,11.1,1.5
"2010","Klippan",30.9,5.7,5.1,5.2,3.7,31.9,4.0,12.3,1.2
"2010","Åstorp",29.0,4.4,4.7,3.8,3.9,38.5,2.7,11.9,1.1
"2010","Båstad",44.1,12.1,7.4,7.2,5.5,15.3,1.9,5.6,0.9
"2010","Malmö",32.6,2.8,7.0,3.1,8.8,28.7,6.0,7.8,3.2
"2010","Lund",32.1,6.6,11.1,5.0,12.8,19.5,5.8,5.0,2.2
"2010","Landskrona",28.2,2.5,11.7,2.5,4.3,35.8,4.1,9.9,1.0
"2010","Helsingborg",36.2,3.3,7.9,4.4,6.5,27.7,3.4,9.0,1.5
"2010","Höganäs",42.4,5.4,9.1,6.7,5.9,20.2,2.6,6.4,1.5
"2010","Eslöv",29.6,6.9,7.0,2.8,4.8,32.2,3.2,11.8,1.6
"2010","Ystad",37.9,5.7,6.5,3.5,5.5,28.4,2.6,8.4,1.5
"2010","Trelleborg",34.1,4.0,5.8,3.7,3.9,30.6,2.5,13.8,1.7
"2010","Kristianstad",31.6,5.4,9.0,3.8,5.5,28.6,3.3,11.8,1.0
"2010","Simrishamn",36.2,7.4,6.1,4.6,6.8,26.5,3.4,7.6,1.3
"2010","Ängelholm",40.7,6.5,6.5,5.8,6.0,22.6,2.7,7.6,1.5
"2010","Hässleholm",29.0,8.0,5.9,5.8,6.0,28.3,3.2,12.9,0.9
"2010","Hylte",25.5,12.7,6.6,5.1,3.8,34.5,3.2,6.9,1.6
"2010","Halmstad",31.6,6.1,7.6,5.1,6.4,32.4,4.0,5.3,1.7
"2010","Laholm",33.4,12.9,5.7,4.7,4.6,25.3,3.1,8.7,1.5
"2010","Falkenberg",28.9,12.6,6.8,4.8,6.0,30.0,3.7,5.8,1.4
"2010","Varberg",31.8,9.9,7.4,5.3,6.2,29.0,4.2,4.8,1.4
"2010","Kungsbacka",45.5,7.4,9.7,7.3,5.7,15.9,2.6,4.6,1.3
"2010","Härryda",36.3,6.0,10.5,6.4,7.6,21.9,4.6,5.6,1.2
"2010","Partille",33.9,4.0,10.0,7.1,7.6,24.8,5.1,5.8,1.7
"2010","Öckerö",36.2,2.8,8.2,19.3,5.9,18.9,3.1,4.5,1.1
"2010","Stenungsund",36.1,5.9,8.6,6.2,7.1,25.8,4.2,4.9,1.3
"2010","Tjörn",36.1,5.6,9.9,13.2,5.9,20.4,3.0,5.0,0.9
"2010","Orust",33.9,8.8,8.3,6.3,6.4,25.6,4.7,4.7,1.2
"2010","Sotenäs",39.1,4.6,8.2,8.0,4.3,27.2,3.7,4.2,0.7
"2010","Munkedal",26.0,11.8,5.3,7.0,3.9,32.8,5.1,7.2,0.9
"2010","Tanum",32.6,15.4,9.2,5.8,6.3,22.0,3.4,4.4,1.0
"2010","Dals-Ed",27.2,15.8,4.6,9.2,3.7,28.4,3.9,6.1,1.0
"2010","Färgelanda",24.5,14.9,4.9,5.2,3.0,34.1,4.1,8.6,0.8
"2010","Ale",28.2,5.0,6.5,5.8,6.0,33.0,6.1,8.1,1.4
"2010","Lerum",35.1,5.1,10.0,7.0,8.8,22.3,5.1,5.4,1.2
"2010","Vårgårda",23.2,11.9,8.2,13.2,6.2,26.6,4.1,5.9,0.8
"2010","Bollebygd",33.1,7.2,6.5,6.5,6.1,26.6,4.7,8.2,1.0
"2010","Grästorp",31.6,14.1,5.2,4.2,3.6,30.5,3.5,6.3,1.0
"2010","Essunga",31.4,12.6,5.0,6.4,4.2,29.3,3.9,6.2,1.0
"2010","Karlsborg",26.9,11.0,7.7,6.5,4.3,33.6,3.4,5.8,0.7
"2010","Gullspång",22.7,7.5,4.9,5.3,3.7,43.9,5.1,6.2,0.7
"2010","Tranemo",26.7,14.1,5.9,5.5,4.9,32.0,3.1,6.9,0.9
"2010","Bengtsfors",23.1,10.9,5.2,5.8,4.9,38.5,5.1,5.6,0.8
"2010","Mellerud",26.5,13.3,6.1,6.4,4.5,29.7,5.0,7.7,0.7
"2010","Lilla Edet",22.3,6.5,6.0,3.8,4.7,37.9,7.3,10.1,1.4
"2010","Mark",24.5,9.3,7.5,6.7,5.7,34.0,5.6,5.8,0.9
"2010","Svenljunga",29.0,14.1,6.5,5.2,3.8,29.3,3.1,7.9,1.0
"2010","Herrljunga",24.7,13.0,7.2,9.0,5.3,27.2,4.9,7.9,0.7
"2010","Vara",33.0,12.4,5.6,6.2,3.7,28.3,4.1,5.8,0.8
"2010","Götene",25.5,8.7,6.2,8.2,6.4,34.5,4.9,4.8,0.9
"2010","Tibro",23.4,7.3,7.2,10.0,4.4,36.4,4.3,6.4,0.6
"2010","Töreboda",24.8,11.6,3.9,5.3,4.3,37.6,5.1,6.5,0.9
"2010","Göteborg",30.4,3.8,8.4,6.1,10.7,25.2,8.5,4.9,1.9
"2010","Mölndal",32.9,4.8,10.3,6.5,8.5,24.8,5.3,5.6,1.4
"2010","Kungälv",33.2,6.6,9.1,7.1,6.3,26.0,4.4,6.2,1.0
"2010","Lysekil",25.6,4.2,10.0,4.7,6.5,36.7,5.6,5.8,0.9
"2010","Uddevalla",28.8,5.0,6.6,6.8,7.0,33.4,5.2,6.1,1.1
"2010","Strömstad",29.3,10.9,8.6,5.2,8.5,28.0,4.2,4.5,0.8
"2010","Vänersborg",26.0,5.7,7.5,5.4,7.1,34.0,6.7,6.3,1.2
"2010","Trollhättan",24.1,3.7,7.4,4.4,6.7,42.0,5.8,4.9,1.0
"2010","Alingsås",27.9,6.2,10.0,8.7,9.5,25.7,6.2,4.7,1.1
"2010","Borås",29.1,4.7,7.7,6.2,6.5,31.9,5.6,7.1,1.3
"2010","Ulricehamn",29.4,12.2,6.8,7.9,6.1,26.2,3.9,6.7,0.9
"2010","Åmål",24.8,6.6,6.0,5.2,6.1,39.7,5.3,5.5,0.8
"2010","Mariestad",28.1,5.3,5.6,5.7,6.1,37.1,5.9,5.2,1.0
"2010","Lidköping",26.3,7.1,6.7,6.5,6.4,35.3,5.7,5.1,0.8
"2010","Skara",29.4,7.3,5.8,5.5,6.3,34.4,4.6,5.6,1.1
"2010","Skövde",30.3,7.5,7.3,6.3,6.3,31.0,4.7,5.2,1.3
"2010","Hjo",28.8,7.3,7.5,8.4,6.6,30.8,4.6,5.2,0.8
"2010","Tidaholm",22.0,6.8,5.0,5.1,4.8,43.8,5.4,6.2,0.8
"2010","Falköping",27.8,9.3,5.2,7.8,5.3,31.2,4.7,7.8,0.9
"2010","Kil",26.0,9.1,5.6,5.1,5.3,38.0,5.2,4.7,1.0
"2010","Eda",22.7,12.3,3.7,4.0,2.8,43.0,4.6,5.7,1.1
"2010","Torsby",24.3,8.8,3.5,3.1,2.8,44.3,7.2,4.2,1.8
"2010","Storfors",18.0,6.4,3.3,3.9,3.5,50.8,7.3,5.7,1.1
"2010","Hammarö",31.5,4.5,7.5,5.6,5.8,35.1,5.0,3.9,1.2
"2010","Munkfors",11.8,7.3,5.9,2.9,2.6,56.1,6.6,4.9,1.9
"2010","Forshaga",21.1,6.0,5.1,4.3,4.9,47.2,5.4,5.2,0.9
"2010","Grums",20.9,7.3,3.8,3.4,3.7,48.8,5.3,5.4,1.3
"2010","Årjäng",24.4,14.3,7.4,8.4,3.0,31.7,3.3,6.6,1.0
"2010","Sunne",27.4,16.8,4.9,4.4,4.1,32.6,4.5,4.1,1.1
"2010","Karlstad",29.9,5.5,7.5,5.3,8.0,32.9,5.5,4.2,1.2
"2010","Kristinehamn",25.4,6.1,6.1,4.4,5.5,40.6,6.3,4.5,1.1
"2010","Filipstad",18.6,3.8,4.1,2.8,3.6,51.8,8.2,6.2,0.9
"2010","Hagfors",14.4,7.1,4.0,2.2,2.6,53.6,9.2,5.3,1.7
"2010","Arvika",23.6,8.4,5.5,4.3,6.3,39.0,6.5,5.4,1.0
"2010","Säffle",27.4,12.1,5.6,5.9,4.4,33.6,3.9,6.4,0.7
"2010","Lekeberg",24.8,12.9,4.4,8.9,5.3,30.7,4.5,7.5,1.1
"2010","Laxå",19.5,5.7,5.2,6.3,3.0,49.1,5.1,5.5,0.6
"2010","Hallsberg",20.7,6.2,4.8,5.3,4.9,44.8,5.9,6.7,0.8
"2010","Degerfors",13.8,4.1,3.1,4.5,4.9,52.7,10.8,5.4,0.6
"2010","Hällefors",17.8,4.7,3.6,2.5,4.5,51.2,7.2,7.2,1.2
"2010","Ljusnarsberg",19.4,5.5,3.2,3.6,4.5,44.4,7.9,9.6,1.9
"2010","Örebro",26.0,4.8,7.6,7.0,8.1,34.1,5.8,5.5,1.1
"2010","Kumla",23.4,5.2,6.3,6.9,4.7,41.1,4.2,7.2,1.0
"2010","Askersund",25.6,8.1,4.9,6.0,4.9,39.4,4.6,5.8,0.7
"2010","Karlskoga",23.2,3.1,5.3,4.8,5.4,46.3,5.3,4.7,1.9
"2010","Nora",24.2,6.2,6.4,5.5,6.1,40.4,4.5,5.8,1.0
"2010","Lindesberg",23.5,8.0,5.0,4.8,5.2,38.6,4.6,9.2,1.0
"2010","Skinnskatteberg",17.4,6.4,7.8,2.9,5.3,45.3,7.4,6.7,0.9
"2010","Surahammar",19.4,2.8,5.7,2.9,4.1,49.1,7.9,7.0,1.1
"2010","Kungsör",27.3,6.9,7.0,4.8,5.0,35.3,5.6,7.1,1.0
"2010","Hallstahammar",20.4,3.5,6.1,4.3,4.7,47.0,7.3,5.7,1.1
"2010","Norberg",20.0,4.6,4.7,2.9,5.8,42.4,11.0,7.3,1.1
"2010","Västerås",30.4,4.3,8.9,5.1,6.4,32.6,4.8,5.9,1.6
"2010","Sala",26.3,11.3,6.0,4.9,5.9,33.5,4.8,6.4,1.0
"2010","Fagersta",21.2,3.4,4.9,3.7,5.0,44.4,8.8,7.7,0.9
"2010","Köping",23.5,6.4,5.3,3.9,5.1,41.0,6.8,7.0,1.0
"2010","Arboga",26.4,5.8,6.8,4.5,6.2,37.6,5.7,6.0,1.0
"2010","Vansbro",19.7,13.9,3.5,6.8,2.6,40.4,5.8,6.0,1.2
"2010","Malung-Sälen",30.0,8.2,5.8,2.6,3.0,36.5,6.7,5.7,1.5
"2010","Gagnef",23.7,12.3,4.1,5.7,6.1,34.9,5.0,7.3,1.1
"2010","Leksand",31.4,9.4,5.3,8.8,6.5,28.9,4.1,4.0,1.5
"2010","Rättvik",26.5,11.2,5.1,4.9,6.2,34.1,3.7,6.1,2.2
"2010","Orsa",21.2,10.2,4.6,4.7,6.6,36.1,6.2,9.0,1.3
"2010","Älvdalen",22.8,10.6,3.1,3.7,3.7,41.7,5.3,7.9,1.2
"2010","Smedjebacken",19.7,5.1,3.4,2.7,4.1,50.9,6.7,6.4,1.1
"2010","Mora",26.8,9.0,4.9,4.5,6.0,36.1,4.6,6.1,2.0
"2010","Falun",28.9,8.0,5.7,5.0,8.1,31.5,5.5,5.5,1.8
"2010","Borlänge",23.2,5.4,5.0,3.5,6.0,39.6,6.6,9.2,1.5
"2010","Säter",26.2,11.7,4.6,4.2,4.9,33.8,5.6,7.8,1.2
"2010","Hedemora",23.9,9.6,3.5,4.6,6.1,36.4,6.4,8.3,1.3
"2010","Avesta",22.9,6.3,4.8,3.5,4.9,44.1,5.4,7.2,1.0
"2010","Ludvika",20.7,3.9,5.0,3.3,5.1,45.1,8.2,7.6,1.1
"2010","Ockelbo",19.8,12.5,3.4,2.9,5.4,41.0,6.1,7.8,1.0
"2010","Hofors",15.5,4.0,5.0,2.0,4.2,49.7,11.0,7.4,1.3
"2010","Ovanåker",18.9,15.7,3.6,10.0,4.2,37.8,3.6,5.2,0.9
"2010","Nordanstig",18.8,11.4,5.6,4.9,4.6,37.7,7.0,8.5,1.5
"2010","Ljusdal",24.1,9.5,4.4,3.6,5.2,37.0,7.4,6.9,1.9
"2010","Gävle",27.2,4.6,6.8,3.8,7.5,34.6,6.8,7.4,1.2
"2010","Sandviken",21.1,5.6,5.0,3.8,5.1,44.1,8.1,6.0,1.1
"2010","Söderhamn",20.2,6.9,3.9,3.3,5.2,43.4,7.0,8.4,1.7
"2010","Bollnäs",22.3,9.6,5.4,4.3,5.3,36.8,6.8,8.4,1.1
"2010","Hudiksvall",21.8,10.1,4.1,4.4,7.2,37.0,8.1,5.7,1.6
"2010","Ånge",18.9,7.7,3.2,2.9,3.1,49.8,6.9,5.9,1.6
"2010","Timrå",18.5,5.5,4.9,2.9,3.8,49.8,7.3,6.0,1.3
"2010","Härnösand",22.4,7.4,5.5,4.1,8.1,40.2,6.4,4.0,1.9
"2010","Sundsvall",26.3,5.1,6.7,3.9,6.3,38.4,6.0,5.5,1.8
"2010","Kramfors",15.7,9.9,3.1,3.4,4.6,50.5,8.4,3.1,1.3
"2010","Sollefteå",15.5,6.4,3.5,2.7,4.5,52.3,7.0,4.5,3.5
"2010","Örnsköldsvik",19.0,9.5,4.2,6.9,4.5,46.9,4.1,3.0,1.8
"2010","Ragunda",14.7,13.8,1.8,1.5,3.5,50.6,8.0,3.8,2.2
"2010","Bräcke",17.6,12.1,3.4,1.4,3.8,49.9,6.8,3.9,1.1
"2010","Krokom",21.3,18.1,3.2,3.2,6.2,37.0,6.4,3.5,1.0
"2010","Strömsund",17.6,10.7,2.3,2.1,2.9,50.6,8.2,4.8,0.8
"2010","Åre",26.7,14.6,5.2,4.0,8.7,31.6,4.9,3.1,1.2
"2010","Berg",21.4,17.5,2.7,2.6,5.3,39.4,5.3,4.6,1.2
"2010","Härjedalen",22.2,9.4,3.8,2.3,3.8,44.6,6.0,7.0,0.8
"2010","Östersund",23.9,11.7,4.5,3.1,8.1,37.8,6.6,3.1,1.2
"2010","Nordmaling",17.3,10.6,6.7,5.4,3.3,45.5,7.2,3.3,0.7
"2010","Bjurholm",26.6,14.1,8.1,6.5,1.9,36.1,3.6,2.4,0.6
"2010","Vindeln",20.3,13.0,5.8,6.7,3.1,41.1,5.8,3.2,1.0
"2010","Robertsfors",13.5,20.7,3.8,5.9,4.3,40.8,7.4,2.4,1.1
"2010","Norsjö",11.3,9.9,5.5,5.9,2.7,48.4,12.5,2.3,1.4
"2010","Malå",14.5,3.5,6.7,4.2,2.6,52.5,12.7,2.7,0.7
"2010","Storuman",18.2,9.7,5.5,7.6,3.5,42.2,8.9,3.3,1.2
"2010","Sorsele",15.3,11.4,3.5,7.5,3.3,42.4,11.9,4.0,0.8
"2010","Dorotea",11.4,9.3,7.5,2.6,0.8,54.6,9.5,2.9,1.4
"2010","Vännäs",18.3,11.3,5.3,5.4,5.0,40.8,10.4,2.6,0.9
"2010","Vilhelmina",11.6,6.7,4.7,6.1,2.8,51.8,8.4,4.3,3.6
"2010","Åsele",13.6,9.6,5.8,5.4,1.8,51.2,7.4,3.9,1.1
"2010","Umeå",20.9,6.8,6.6,4.8,10.5,35.3,11.1,2.3,1.8
"2010","Lycksele",16.8,4.4,5.1,8.1,3.3,49.3,8.6,3.6,0.6
"2010","Skellefteå",14.3,6.0,5.7,5.3,5.8,49.6,9.5,2.9,0.9
"2010","Arvidsjaur",13.4,7.2,4.1,2.0,2.6,54.0,11.1,4.5,1.1
"2010","Arjeplog",14.5,5.8,5.9,4.9,4.6,46.7,11.7,4.9,1.1
"2010","Jokkmokk",13.6,3.8,5.0,1.9,7.7,52.6,10.4,3.7,1.2
"2010","Överkalix",8.1,9.1,3.0,1.4,2.4,61.0,10.8,3.7,0.6
"2010","Kalix",14.1,4.9,3.7,2.2,5.3,59.3,6.4,3.5,0.5
"2010","Övertorneå",13.5,11.4,2.8,3.4,2.6,52.2,10.5,3.4,0.4
"2010","Pajala",12.6,3.2,2.1,5.5,2.1,51.3,18.8,3.9,0.4
"2010","Gällivare",14.2,1.7,2.3,2.4,3.8,55.9,13.6,5.0,1.2
"2010","Älvsbyn",10.8,6.2,4.0,3.5,2.7,54.7,11.7,5.2,1.3
"2010","Luleå",20.1,5.0,5.7,3.5,7.2,45.9,7.7,3.5,1.5
"2010","Piteå",13.9,4.9,4.2,4.0,5.3,56.4,8.0,2.4,0.9
"2010","Boden",20.9,3.6,4.7,3.2,4.2,49.8,7.9,4.6,1.0
"2010","Haparanda",17.2,7.3,1.5,2.6,2.3,60.4,4.3,3.8,0.5
"2010","Kiruna",13.2,2.6,3.2,3.2,5.2,51.7,14.0,5.7,1.1
